Benchmark,NeuralNet,WeightUpdateRule,eta,theta,gamma,epsilon,beta_1,beta_2,lambda,MSE
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-06,0.8,0.99,0.0001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-06,0.8,0.995,0.0001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-06,0.8,0.999,0.0001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-06,0.9,0.99,0.0001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-06,0.9,0.995,0.0001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-06,0.9,0.999,0.0001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-06,0.95,0.99,0.0001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-06,0.95,0.995,0.0001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-06,0.95,0.999,0.0001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,0.0001,0.8,0.99,0.0001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,0.0001,0.8,0.995,0.0001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,0.0001,0.8,0.999,0.0001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,0.0001,0.9,0.99,0.0001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,0.0001,0.9,0.995,0.0001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,0.0001,0.9,0.999,0.0001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,0.0001,0.95,0.99,0.0001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,0.0001,0.95,0.995,0.0001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,0.0001,0.95,0.999,0.0001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,1e-10,0.8,0.99,0.001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,1e-10,0.8,0.995,0.001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,1e-10,0.8,0.999,0.001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,1e-10,0.9,0.99,0.001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,1e-10,0.9,0.995,0.001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,1e-10,0.9,0.999,0.001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,1e-10,0.95,0.99,0.001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,1e-10,0.95,0.995,0.001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,1e-10,0.95,0.999,0.001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,1e-08,0.8,0.99,0.001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,1e-08,0.8,0.995,0.001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,1e-08,0.8,0.999,0.001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,1e-08,0.9,0.99,0.001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,1e-08,0.9,0.995,0.001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,1e-08,0.9,0.999,0.001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,1e-08,0.95,0.99,0.001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,1e-08,0.95,0.995,0.001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,1e-08,0.95,0.999,0.001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,1e-06,0.8,0.99,0.001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,1e-06,0.8,0.995,0.001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,1e-06,0.8,0.999,0.001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,1e-06,0.9,0.99,0.001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,1e-06,0.9,0.995,0.001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,1e-06,0.9,0.999,0.001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,1e-06,0.95,0.99,0.001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,1e-06,0.95,0.995,0.001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,1e-06,0.95,0.999,0.001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,0.0001,0.8,0.99,0.001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,0.0001,0.8,0.995,0.001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,0.0001,0.8,0.999,0.001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,0.0001,0.9,0.99,0.001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,0.0001,0.9,0.995,0.001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,0.0001,0.9,0.999,0.001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,0.0001,0.95,0.99,0.001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,0.0001,0.95,0.995,0.001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,0.0001,0.95,0.999,0.001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,1e-10,0.8,0.99,0.001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,1e-10,0.8,0.995,0.001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,1e-10,0.8,0.999,0.001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,1e-10,0.9,0.99,0.001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,1e-10,0.9,0.995,0.001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,1e-10,0.9,0.999,0.001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,1e-10,0.95,0.99,0.001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,1e-10,0.95,0.995,0.001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,1e-10,0.95,0.999,0.001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,1e-08,0.8,0.99,0.001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,1e-08,0.8,0.995,0.001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,1e-08,0.8,0.999,0.001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,1e-08,0.9,0.99,0.001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,1e-08,0.9,0.995,0.001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,1e-08,0.9,0.999,0.001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,1e-08,0.95,0.99,0.001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,1e-08,0.95,0.995,0.001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,1e-08,0.95,0.999,0.001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,1e-06,0.8,0.99,0.001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,1e-06,0.8,0.995,0.001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,1e-06,0.8,0.999,0.001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,1e-06,0.9,0.99,0.001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,1e-06,0.9,0.995,0.001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,1e-06,0.9,0.999,0.001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,1e-06,0.95,0.99,0.001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,1e-06,0.95,0.995,0.001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,1e-06,0.95,0.999,0.001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,0.0001,0.8,0.99,0.001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,0.0001,0.8,0.995,0.001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,0.0001,0.8,0.999,0.001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,0.0001,0.9,0.99,0.001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,0.0001,0.9,0.995,0.001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,0.0001,0.9,0.999,0.001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,0.0001,0.95,0.99,0.001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,0.0001,0.95,0.995,0.001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,0.0001,0.95,0.999,0.001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-10,0.8,0.99,0.001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-10,0.8,0.995,0.001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-10,0.8,0.999,0.001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-10,0.9,0.99,0.001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-10,0.9,0.995,0.001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-10,0.9,0.999,0.001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-10,0.95,0.99,0.001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-10,0.95,0.995,0.001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-10,0.95,0.999,0.001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-08,0.8,0.99,0.001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-08,0.8,0.995,0.001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-08,0.8,0.999,0.001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-08,0.9,0.99,0.001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-08,0.9,0.995,0.001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-08,0.9,0.999,0.001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-08,0.95,0.99,0.001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-08,0.95,0.995,0.001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-08,0.95,0.999,0.001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-06,0.8,0.99,0.001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-06,0.8,0.995,0.001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-06,0.8,0.999,0.001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-06,0.9,0.99,0.001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-06,0.9,0.995,0.001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-06,0.9,0.999,0.001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-06,0.95,0.99,0.001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-06,0.95,0.995,0.001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-06,0.95,0.999,0.001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,0.0001,0.8,0.99,0.001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,0.0001,0.8,0.995,0.001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,0.0001,0.8,0.999,0.001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,0.0001,0.9,0.99,0.001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,0.0001,0.9,0.995,0.001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,0.0001,0.9,0.999,0.001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,0.0001,0.95,0.99,0.001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,0.0001,0.95,0.995,0.001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,0.0001,0.95,0.999,0.001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-10,0.8,0.99,0.001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-10,0.8,0.995,0.001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-10,0.8,0.999,0.001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-10,0.9,0.99,0.001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-10,0.9,0.995,0.001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-10,0.9,0.999,0.001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-10,0.95,0.99,0.001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-10,0.95,0.995,0.001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-10,0.95,0.999,0.001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-08,0.8,0.99,0.001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-08,0.8,0.995,0.001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-08,0.8,0.999,0.001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-08,0.9,0.99,0.001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-08,0.9,0.995,0.001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-08,0.9,0.999,0.001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-08,0.95,0.99,0.001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-08,0.95,0.995,0.001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-08,0.95,0.999,0.001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-06,0.8,0.99,0.001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-06,0.8,0.995,0.001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-06,0.8,0.999,0.001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-06,0.9,0.99,0.001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-06,0.9,0.995,0.001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-06,0.9,0.999,0.001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-06,0.95,0.99,0.001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-06,0.95,0.995,0.001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-06,0.95,0.999,0.001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,0.0001,0.8,0.99,0.001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,0.0001,0.8,0.995,0.001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,0.0001,0.8,0.999,0.001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,0.0001,0.9,0.99,0.001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,0.0001,0.9,0.995,0.001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,0.0001,0.9,0.999,0.001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,0.0001,0.95,0.99,0.001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,0.0001,0.95,0.995,0.001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,0.0001,0.95,0.999,0.001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-10,0.8,0.99,0.001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-10,0.8,0.995,0.001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-10,0.8,0.999,0.001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-10,0.9,0.99,0.001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-10,0.9,0.995,0.001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-10,0.9,0.999,0.001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-10,0.95,0.99,0.001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-10,0.95,0.995,0.001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-10,0.95,0.999,0.001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-08,0.8,0.99,0.001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-08,0.8,0.995,0.001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-08,0.8,0.999,0.001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-08,0.9,0.99,0.001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-08,0.9,0.995,0.001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-08,0.9,0.999,0.001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-08,0.95,0.99,0.001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-08,0.95,0.995,0.001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-08,0.95,0.999,0.001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-06,0.8,0.99,0.001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-06,0.8,0.995,0.001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-06,0.8,0.999,0.001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-06,0.9,0.99,0.001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-06,0.9,0.995,0.001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-06,0.9,0.999,0.001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-06,0.95,0.99,0.001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-06,0.95,0.995,0.001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-06,0.95,0.999,0.001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,0.0001,0.8,0.99,0.001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,0.0001,0.8,0.995,0.001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,0.0001,0.8,0.999,0.001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,0.0001,0.9,0.99,0.001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,0.0001,0.9,0.995,0.001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,0.0001,0.9,0.999,0.001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,0.0001,0.95,0.99,0.001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,0.0001,0.95,0.995,0.001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,0.0001,0.95,0.999,0.001,nan
Feynman_4,3,basic,1e-06,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,6896.34
Feynman_4,3,basic,3e-06,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,6894.9
Feynman_4,3,basic,1e-05,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,6891.52
Feynman_4,3,basic,3e-05,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,6891.17
Feynman_4,3,basic,0.0001,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,6905.16
Feynman_4,3,basic,0.0003,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,6891.39
Feynman_4,3,basic,0.001,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,6885.67
Feynman_4,3,basic,0.003,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,nan
Feynman_4,3,heavy ball,1e-05,0.7,1e-10,1e-10,1e-10,1e-10,1e-10,6190.09
Feynman_4,3,heavy ball,3e-05,0.7,1e-10,1e-10,1e-10,1e-10,1e-10,3816.7
Feynman_4,3,heavy ball,0.0001,0.7,1e-10,1e-10,1e-10,1e-10,1e-10,7630.22
Feynman_4,3,heavy ball,0.0003,0.7,1e-10,1e-10,1e-10,1e-10,1e-10,nan
Feynman_4,3,heavy ball,0.001,0.7,1e-10,1e-10,1e-10,1e-10,1e-10,nan
Feynman_4,3,heavy ball,1e-05,0.8,1e-10,1e-10,1e-10,1e-10,1e-10,3050.49
Feynman_4,3,heavy ball,3e-05,0.8,1e-10,1e-10,1e-10,1e-10,1e-10,3421.21
Feynman_4,3,heavy ball,0.0001,0.8,1e-10,1e-10,1e-10,1e-10,1e-10,8866.78
Feynman_4,3,heavy ball,0.0003,0.8,1e-10,1e-10,1e-10,1e-10,1e-10,nan
Feynman_4,3,heavy ball,0.001,0.8,1e-10,1e-10,1e-10,1e-10,1e-10,nan
Feynman_4,3,heavy ball,1e-05,0.85,1e-10,1e-10,1e-10,1e-10,1e-10,2605.89
Feynman_4,3,heavy ball,3e-05,0.85,1e-10,1e-10,1e-10,1e-10,1e-10,6932.44
Feynman_4,3,heavy ball,0.0001,0.85,1e-10,1e-10,1e-10,1e-10,1e-10,nan
Feynman_4,3,heavy ball,0.0003,0.85,1e-10,1e-10,1e-10,1e-10,1e-10,nan
Feynman_4,3,heavy ball,0.001,0.85,1e-10,1e-10,1e-10,1e-10,1e-10,nan
Feynman_4,3,heavy ball,1e-05,0.9,1e-10,1e-10,1e-10,1e-10,1e-10,7101.1
Feynman_4,3,heavy ball,3e-05,0.9,1e-10,1e-10,1e-10,1e-10,1e-10,nan
Feynman_4,3,heavy ball,0.0001,0.9,1e-10,1e-10,1e-10,1e-10,1e-10,nan
Feynman_4,3,heavy ball,0.0003,0.9,1e-10,1e-10,1e-10,1e-10,1e-10,nan
Feynman_4,3,heavy ball,0.001,0.9,1e-10,1e-10,1e-10,1e-10,1e-10,nan
Feynman_4,3,heavy ball,1e-05,0.95,1e-10,1e-10,1e-10,1e-10,1e-10,nan
Feynman_4,3,heavy ball,3e-05,0.95,1e-10,1e-10,1e-10,1e-10,1e-10,nan
Feynman_4,3,heavy ball,0.0001,0.95,1e-10,1e-10,1e-10,1e-10,1e-10,nan
Feynman_4,3,heavy ball,0.0003,0.95,1e-10,1e-10,1e-10,1e-10,1e-10,nan
Feynman_4,3,heavy ball,0.001,0.95,1e-10,1e-10,1e-10,1e-10,1e-10,nan
Feynman_4,3,NAG,1e-05,0.7,1e-10,1e-10,1e-10,1e-10,1e-10,6194.31
Feynman_4,3,NAG,3e-05,0.7,1e-10,1e-10,1e-10,1e-10,1e-10,3850.02
Feynman_4,3,NAG,0.0001,0.7,1e-10,1e-10,1e-10,1e-10,1e-10,5962.89
Feynman_4,3,NAG,0.0003,0.7,1e-10,1e-10,1e-10,1e-10,1e-10,nan
Feynman_4,3,NAG,0.001,0.7,1e-10,1e-10,1e-10,1e-10,1e-10,nan
Feynman_4,3,NAG,1e-05,0.8,1e-10,1e-10,1e-10,1e-10,1e-10,2911.01
Feynman_4,3,NAG,3e-05,0.8,1e-10,1e-10,1e-10,1e-10,1e-10,3483.1
Feynman_4,3,NAG,0.0001,0.8,1e-10,1e-10,1e-10,1e-10,1e-10,7661.1
Feynman_4,3,NAG,0.0003,0.8,1e-10,1e-10,1e-10,1e-10,1e-10,nan
Feynman_4,3,NAG,0.001,0.8,1e-10,1e-10,1e-10,1e-10,1e-10,nan
Feynman_4,3,NAG,1e-05,0.85,1e-10,1e-10,1e-10,1e-10,1e-10,2101.22
Feynman_4,3,NAG,3e-05,0.85,1e-10,1e-10,1e-10,1e-10,1e-10,6898.86
Feynman_4,3,NAG,0.0001,0.85,1e-10,1e-10,1e-10,1e-10,1e-10,nan
Feynman_4,3,NAG,0.0003,0.85,1e-10,1e-10,1e-10,1e-10,1e-10,nan
Feynman_4,3,NAG,0.001,0.85,1e-10,1e-10,1e-10,1e-10,1e-10,nan
Feynman_4,3,NAG,1e-05,0.9,1e-10,1e-10,1e-10,1e-10,1e-10,nan
Feynman_4,3,NAG,3e-05,0.9,1e-10,1e-10,1e-10,1e-10,1e-10,nan
Feynman_4,3,NAG,0.0001,0.9,1e-10,1e-10,1e-10,1e-10,1e-10,nan
Feynman_4,3,NAG,0.0003,0.9,1e-10,1e-10,1e-10,1e-10,1e-10,nan
Feynman_4,3,NAG,0.001,0.9,1e-10,1e-10,1e-10,1e-10,1e-10,nan
Feynman_4,3,NAG,1e-05,0.95,1e-10,1e-10,1e-10,1e-10,1e-10,nan
Feynman_4,3,NAG,3e-05,0.95,1e-10,1e-10,1e-10,1e-10,1e-10,nan
Feynman_4,3,NAG,0.0001,0.95,1e-10,1e-10,1e-10,1e-10,1e-10,nan
Feynman_4,3,NAG,0.0003,0.95,1e-10,1e-10,1e-10,1e-10,1e-10,nan
Feynman_4,3,NAG,0.001,0.95,1e-10,1e-10,1e-10,1e-10,1e-10,nan
Feynman_4,3,AdaGrad,0.0003,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,6889.98
Feynman_4,3,AdaGrad,0.001,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,6912.74
Feynman_4,3,AdaGrad,0.003,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,7002.77
Feynman_4,3,AdaGrad,0.01,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,7160.86
Feynman_4,3,AdaGrad,0.03,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,7233.82
Feynman_4,3,AdaGrad,0.0003,1e-10,1e-10,1e-08,1e-10,1e-10,1e-10,6889.98
Feynman_4,3,AdaGrad,0.001,1e-10,1e-10,1e-08,1e-10,1e-10,1e-10,6912.74
Feynman_4,3,AdaGrad,0.003,1e-10,1e-10,1e-08,1e-10,1e-10,1e-10,7002.77
Feynman_4,3,AdaGrad,0.01,1e-10,1e-10,1e-08,1e-10,1e-10,1e-10,7160.87
Feynman_4,3,AdaGrad,0.03,1e-10,1e-10,1e-08,1e-10,1e-10,1e-10,7233.87
Feynman_4,3,AdaGrad,0.0003,1e-10,1e-10,1e-06,1e-10,1e-10,1e-10,6889.98
Feynman_4,3,AdaGrad,0.001,1e-10,1e-10,1e-06,1e-10,1e-10,1e-10,6912.74
Feynman_4,3,AdaGrad,0.003,1e-10,1e-10,1e-06,1e-10,1e-10,1e-10,7002.77
Feynman_4,3,AdaGrad,0.01,1e-10,1e-10,1e-06,1e-10,1e-10,1e-10,7160.87
Feynman_4,3,AdaGrad,0.03,1e-10,1e-10,1e-06,1e-10,1e-10,1e-10,7234.05
Feynman_4,3,AdaGrad,0.0003,1e-10,1e-10,0.0001,1e-10,1e-10,1e-10,6889.98
Feynman_4,3,AdaGrad,0.001,1e-10,1e-10,0.0001,1e-10,1e-10,1e-10,6912.73
Feynman_4,3,AdaGrad,0.003,1e-10,1e-10,0.0001,1e-10,1e-10,1e-10,7002.76
Feynman_4,3,AdaGrad,0.01,1e-10,1e-10,0.0001,1e-10,1e-10,1e-10,7160.69
Feynman_4,3,AdaGrad,0.03,1e-10,1e-10,0.0001,1e-10,1e-10,1e-10,7233.3
Feynman_4,3,RMSProp,1e-06,1e-10,0.9,1e-10,1e-10,1e-10,1e-10,6897.09
Feynman_4,3,RMSProp,1e-06,1e-10,0.95,1e-10,1e-10,1e-10,1e-10,6897.08
